,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
1654,"""In the eight years that I was mayor, (there was a) nearly 50 percent drop in violent crime, gang crime — crime went down because we grew our police department, we focused on constitutional community policing, we did some of the most innovative prevention, intervention, job re-entry programs in the nation.""",meter-mostly-true,2017,July,31
1655,"""A California health care CEO is promising to reduce our prescription drug costs.""",meter-mostly-false,2017,May,23
1656,"""Bob Corker gave us the Iran Deal.""",meter-false,2017,October,8
1657,"""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""",meter-true,2017,September,28
1658,"Ending the estate tax would ""protect millions of small businesses and the American farmer.""",meter-false,2017,September,27
1659,"North Korea is ""the fifth or fourth most sanctioned nation.""",meter-mostly-true,2017,September,24
1660,"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville",meter-false,2017,September,14
1661,"The mobilization of the military in response to the storms in Puerto Rico and the U.S. Virgin Islands ""is the largest ever mobilization of our military in a naval and marine operation"" and an Air Force carrier there ""was the first-ever as well.""",meter-mostly-false,2017,September,11
1662,"""Georgia mosque keeps Hurricane Harvey donations, will send to Syrian refugees instead""",meter-false,2017,September,7
1663,"Says Adam Sandler said ""Mormons are some of the most decent people I’ve ever come across.""",meter-false,2017,August,23
1664,"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",meter-false,2017,August,22
1665,"""The United States ended slavery around the world, and maybe we should get some credit for that, too.""",meter-false,2017,August,15
1666,"""Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!""",meter-false,2017,August,17
1667,"""The idea of putting up (Confederate) monuments actually didn’t happen right after the Civil War. It happened during the 1960s.""",meter-mostly-false,2017,August,13
1668,"""Charlottesville car attacker is anti-Trump Antifa supporter.""",meter-false,2017,August,12
1669,"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",meter-false,2017,August,8
1670,"""My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before.""",meter-false,2017,August,9
1671,"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",meter-false,2017,August,6
1672,"""Undocumented immigrants commit less crimes than the native born.""",meter-mostly-true,2017,July,31
1673,"""Corporations have NEVER made as much money as they are making now.""",meter-mostly-true,2017,August,1
1674,"""Barack Obama tweets sick attack on John McCain, says he should have died.""",meter-false,2017,July,19
1675,"""We've achieved a historic increase in defense spending to get our troops the support they so richly deserve.""",meter-false,2017,July,25
1676,"Republicans have "" won a thousand seats since Obamacare.""",meter-mostly-true,2017,July,17
1677,"""Kim Jong Un dead: North Koreans calling Trump an assassin""",meter-false,2017,July,6
1678,"""In the ‘40s, 68 cents of every health care dollar was actually paid for by the patient, today it’s only 11 cents.""",meter-mostly-true,2017,June,4
1679,"Says Ted Kennedy met ""with the KGB in order to beat Ronald Reagan in 1984.""",meter-false,2017,July,15
1680,"Says his job approval poll numbers are ""not bad"" relative to other presidents at this point in his presidency.",meter-false,2017,July,16
1681,"""The president in no way, form or fashion has ever promoted or encouraged violence.""",meter-false,2017,June,29
1682,"When he was Milwaukee County executive, ""eight years in a row we pushed through budgets that did not increase the tax levy from the previous year.""",meter-mostly-false,2017,June,5
1683,"""We're pretty much at the 50 percent mark"" on deportations of MS-13 gang members.",meter-false,2017,June,28
1684,"""Texas mothers are dying during childbirth at the highest rates in the nation.""",meter-mostly-true,2017,June,7
1685,"""Docs: Wisconsin Governor Scott Walker took $1 million from a pro-Putin Ukrainian businessman—last election cycle.""",meter-mostly-false,2017,May,23
1686,"""This is not the first time (the Russians) have been involved in our elections.""",meter-mostly-true,2017,June,8
1687,"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""",meter-true,2017,June,13
1688,"Rare is the president ""who's passed more legislation, who's done more things than what we've done, between the executive orders and the job-killing regulations that have been terminated.""",meter-mostly-false,2017,June,12
1689,"""Property taxes are lower right now than they were"" in December 2010 on a median-valued home in Wisconsin.",meter-mostly-true,2017,May,18
1690,"""Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.""",meter-mostly-false,2017,June,4
1691,"""Texas leads the country in animal deaths by sodium cyanide M-44s.""",meter-true,2017,April,26
1692,"In 2008, ""candidate Obama, he's not even president-elect, sends William Miller over to Iran to establish a back channel and let the Iranians know that should he win the election, they will have friendlier terms.""",meter-false,2017,May,28
1693,"""Syria and Nicaragua are the only nations that didn't sign the Paris Agreement. Nicaragua said it wasn't tough enough.""",meter-true,2017,June,1
1694,"""ISIS is infiltrating America and using Syrians to do it.""",meter-false,2017,May,31
1695,"""Many of the countries in question (in Trump’s travel ban) don't even have a U.S. embassy there to help us vet.""",meter-true,2017,May,28
1696,"""Last year was one of the deadliest years ever for law enforcement officers.""",meter-false,2017,May,19
1697,"""Donald Trump praises Colonel Sanders for his service in the Civil War.""",meter-false,2017,May,2
1698,"""Coffee is the second-most traded commodity after oil.""",meter-false,2017,May,4
1699,"""Back when they did NATO, there was no such thing as terrorism.""",meter-mostly-false,2017,April,24
1700,"""After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs.""",meter-mostly-false,2017,April,20
1701,"""No administration has accomplished more in the first 90 days.""",meter-false,2017,April,18
1702,"""Trump on revamping the military: We’re bringing back the draft.""",meter-false,2016,April,29
1703,"""The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!""",meter-false,2017,April,18
1704,"""When Trump won, we had the lowest voter turnout in 20 years.""",meter-false,2017,April,16
1705,"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter.""",meter-true,2017,April,5
1706,"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective.""",meter-false,2017,April,9
1707,"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing.""",meter-false,2017,April,11
1708,"""More than 20 million people are at risk of dying from starvation within 6 months in 4 nations.""",meter-true,2017,April,7
1709,"""There is no legal basis"" for Donald Trump's ""missile strike against Syrian military assets.""",meter-false,2017,April,7
1710,"Says Tammy Baldwin ""supported legislation allowing citizens to withhold funding for our troops.""",meter-mostly-false,2017,March,21
1711,"""Afghanistan has more hectares (of opium poppies) planted today than they had before we started this war.""",meter-true,2017,March,28
1712,"""I've got five years of experience as a national security staffer in the U.S. Congress.""",meter-mostly-true,2017,February,20
1713,"Says extras are needed to portray aliens in a Star Wars movie being shot near Rosenberg, Texas.",meter-false,2017,March,27
1714,"Says ""Snoop Dogg arrested for conspiracy after talking about his ‘murder Trump’ video.""",meter-false,2017,March,14
1715,"Said Adolf Hitler and Donald Trump have both described deportations as ""a military operation.""",meter-mostly-false,2017,February,24
1716,"""In recent years ... the Obama administration was committed to the notion, against all evidence, that we could reset relations with Putin.""",meter-mostly-true,2017,March,20
1717,"""The past (Obama) administration was the first administration that never had a whole year of 3 percent growth.""",meter-mostly-true,2017,March,6
1718,"Says President Donald Trump's travel ban could ban Somalis ""from getting relief (from famine) through coming to the United States.""",meter-mostly-false,2017,March,7
1719,"The Obama administration said ""they were going to be able to drive folks away from one of the most expensive areas for the provision of health care, and that is the emergency rooms. In fact, they did just the opposite.""",meter-mostly-true,2017,March,7
1720,"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",meter-mostly-true,2017,March,3
1721,"Says former NRA president Jim Porter said, ""It’s only a matter of time before we can own colored people again.""",meter-false,2017,February,27
1722,"Says his budget ""calls for one of the largest increases in national defense spending in American history.""",meter-mostly-false,2017,February,28
1723,"During his campaign for president, Donald Trump ""committed to honoring states' rights when it comes to marijuana legalization.""",meter-true,2017,February,24
1724,"Says Michelle Obama ""said she was never proud of her country til they elected her husband POTUS.""",meter-false,2017,February,17
1725,"""When the House wants to stop Enterprise Florida ... they’re hurting our rural communities.""",meter-mostly-false,2017,February,7
1726,"""More than ever our nation and the traveling public rely on Amtrak for mobility.""",meter-mostly-true,2017,February,15
1727,"Says President Donald Trump ""signs a visa-free travel policy"" for Ghana and Malawi.",meter-false,2017,January,30
1728,"""Smart! 'Kuwait issues its own Trump-esque visa ban for five Muslim-majority countries.' """,meter-mostly-false,2017,February,2
1729,"""ISIS is already using the rhetoric from the Trump administration, the text of this executive order, to incite attacks against us and to recruit more terrorists to their side.""",meter-mostly-false,2017,January,31
1730,"""It would take $135 billion to eradicate global poverty.""",meter-mostly-false,2017,January,24
1731,"Terrorism and terrorist attacks in the United States and Europe have ""gotten to a point where it's not even being reported.""",meter-false,2017,February,6
1732,"""The Taliban went after and murdered"" people identified in the Chelsea Manning leaks.",meter-mostly-false,2017,January,18
1733,"""The chances of being killed by a refugee committing a terrorist act is 1 in 3.6 billion.""",meter-mostly-true,2017,January,27
1734,"""The various people who have, in fact, committed terrorist acts in this country, from 9/11 on, none of them came from any of the seven countries that are the subject of the president's executive order.""",meter-mostly-true,2017,January,28
1735,"""About 30 percent of terrorists at Guantanamo Bay went back into battle. We know that a dozen or so killed Americans.""",meter-mostly-true,2017,January,23
1736,"There has been a ""dramatic expansion of the federal workforce in recent years.""",meter-mostly-false,2017,January,23
1737,"""Some countries are contributing (peacekeeping) troops because they're making money off of them.""",meter-mostly-true,2017,January,18
1738,"""The media ... sort of made it sound like I had a feud with the intelligence community.""",meter-false,2017,January,21
1739,"""That was the largest audience to witness an inauguration, period.""",meter-false,2017,January,21
1740,"""Our Navy has shrunk from more than 500 ships in 1991 to 275 in 2016.""",meter-mostly-true,2017,January,20
1741,"""[The Foundation for Individual Rights] is the recipient of donations from [DeVos] totaling about 25,000 bucks over four years.""",meter-mostly-true,2017,January,17
1742,"""We give (foreign aid) to developing countries, and 70 percent of it's stolen off the top.""",meter-false,2017,January,11
1743,"""Social Security is in trouble (it’s going bankrupt by 2034).""",meter-mostly-true,2016,December,10
1744,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""",meter-true,2017,January,10
1745,"""I have never lobbied against sanctions personally... to my knowledge, Exxon never directly lobbied against sanctions.",meter-mostly-false,2017,January,11
1746,"""Asia ... has less freshwater per capita than any other continent, except Antarctica.""",meter-mostly-true,2016,December,28
1747,Says a celebrity praises locals for their help after an automotive breakdown.,meter-false,2017,January,5
1748,"""General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border.""",meter-mostly-true,2017,January,3
1749,"""Obama orders ban on Christmas cards to military.""",meter-false,2016,December,12
1750,"Says an arms control treaty supported by Barack Obama ""could give the U.N. some authority to regulate guns.""",meter-false,2016,December,13
1751,"""Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.""",meter-mostly-true,2016,December,1
1752,"""Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani, & Comey.""",meter-false,2016,December,11
1753,"""We had a massive landslide victory, as you know, in the Electoral College.""",meter-false,2016,December,11
1754,"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but ""the federal government has still only committed $7 million"" to help Florida.",meter-mostly-true,2016,December,2
1755,"Wisconsin has only one county, Dane, ""that's hand counting the votes"" in the 2016 presidential recount.",meter-false,2016,December,1
1756,"Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",meter-false,2016,November,27
1757,"""There is long historical precedent for a Supreme Court with fewer justices.""",meter-mostly-false,2016,October,26
1758,"""Alexander Hamilton was an immigration hawk.""",meter-mostly-true,2016,November,21
1759,"""Report: 3 million votes in presidential election cast by illegal aliens.""",meter-false,2016,November,14
1760,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct.""",meter-true,2016,November,15
1761,"Says the KKK marched in Mebane, N.C., after Trump’s victory",meter-false,2016,November,9
1762,"Says ""thousands"" at a Manhattan rally for Donald Trump were chanting ""We hate Muslims, we hate blacks, we want our great country back.""",meter-false,2016,November,8
1763,"""We can fix our roads without raising taxes.""",meter-false,2016,September,28
1764,"Says Hillary Clinton ""wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. That’s what could happen. You triple the size of our country in one week.""",meter-false,2016,October,30
1765,"Says Barack Obama ""is the first president in modern history not to have a single year of 3 percent growth.""",meter-mostly-true,2016,October,28
1766,"""Donald Trump's strategy is pretty simple. They have even said in his campaign it's to get women to stay home, get young people to stay home, get people of color to stay home, and get a lot smart, intelligent men to stay home, too.""",meter-mostly-true,2016,October,29
1767,"Says Ohio’s I-X Center ""used to be a great plant,"" but ""thousands of people of worked here, and they left"" when their jobs were moved overseas.",meter-false,2016,October,22
1768,"""We’ve spent $6 trillion"" on the wars in the Middle East.",meter-mostly-true,2016,October,26
1769,"""On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.""",meter-mostly-false,2016,October,13
1770,"Says President Obama ""was proposing pinprick strikes"" for military intervention in Syria.",meter-false,2016,October,26
1771,"Says Donald Trump ""was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them.""",meter-true,2016,October,25
1772,"Says Donald Trump is ""the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.""",meter-mostly-true,2016,October,24
1773,"""ISIS is in 32 countries.""",meter-mostly-true,2016,October,19
1774,"""We’re already bombing seven countries.""",meter-true,2016,October,17
1775,"Says electric utilities ""are trying to fool you into amending your state Constitution in a way that gives them the authority to shut down net metering.""",meter-mostly-true,2016,October,11
1776,"Says Saudi Arabia, a U.S. ally, has ""paid to export throughout the world"" Wahhabism -- ""an extreme form of Islam"" that basically teaches ""Americans are the devil.""",meter-mostly-true,2016,October,7
1777,"""The director of the FBI said that we cannot figure out who (Syrian refugees) are, what their intentions are, because we have no information on them, because we don’t have any contact with the Syrian government or any people on the ground to be able to determine that.""",meter-mostly-true,2016,October,20
1778,"""Sen. (Richard) Burr voted no on the Violence Against Women Act.""",meter-mostly-true,2016,October,18
1779,"""Refugees are subject to more rigorous screening than the average tourist in the U.S.""",meter-true,2016,September,20
1780,"Says Syrian refugees are not being vetted, and ""the FBI is not even being told where they are.""",meter-mostly-false,2016,October,11
1781,"Says Patrick Murphy ""supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.""",meter-mostly-true,2016,October,4
1782,"""These are radical Islamic terrorists, and (Hillary Clinton) won't even mention the word.""",meter-mostly-false,2016,October,9
1783,"Donald Trump says ""that NATO is obsolete and that we need to get rid of NATO...""",meter-mostly-false,2016,October,4
1784,"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",meter-mostly-true,2016,October,4
1785,"On Tim Kaine: ""In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.""",meter-false,2016,September,21
1786,"""Since I came into office … we have increased the VA budget by 85 percent.""",meter-mostly-true,2016,September,28
1787,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",meter-false,2016,September,27
1788,"""NATO is opening up a major terror division. ... I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.""",meter-false,2016,September,26
1789,"""I did not support the war in Iraq … The record shows that I’m right.""",meter-false,2016,September,26
1790,"Says Hillary Clinton and Tim Kaine ""want to shut down shale, and shut down natural gas.""",meter-mostly-true,2016,September,24
1791,"Hillary Clinton said, ""with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump""",meter-mostly-true,2016,September,19
1792,"Says Donald Trump has outlined ""policies that read like a Kremlin wish list.""",meter-mostly-true,2016,September,19
1793,"""Our African-American communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.""",meter-false,2016,September,20
1794,"Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""",meter-mostly-true,2016,September,9
1795,"Says Russ Feingold was the ""only senator to vote against Homeland Security.""",meter-false,2016,September,1
1796,"""Over the last 40 years, this country’s prison population has grown by 500 percent.""",meter-mostly-true,2016,August,22
1797,"Says she ""would bring 186,740 new jobs to Wisconsin"" and ""Donald Trump would cost Wisconsin 61,050 jobs.""",meter-mostly-true,2016,August,22
1798,"Mark Kirk’s claim of national security expertise is ""based on his military record which he lied about at least 10 times.""",meter-mostly-true,2016,August,18
1799,"Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays.",meter-false,2016,August,30
1800,"""The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.""",meter-mostly-false,2016,September,11
1801,"""After 9/11, Jim put us all first by serving for 23 months in Iraq, the war’s longest tour.""",meter-mostly-false,2016,September,6
1802,"""Our veterans, in many cases, are being treated worse than illegal immigrants.""",meter-false,2016,September,7
1803,"""I was totally against the war in Iraq.""",meter-false,2016,September,7
1804,"""In an interview with the Chicago Tribune's Editorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to 'cut social services completely.'""",meter-false,2016,August,25
1805,"Says Donald Trump is ""on record extensively supporting (the) intervention in Libya.""",meter-mostly-true,2016,September,7
1806,"Says Hillary Clinton said the Veterans Affairs scandal is ""over-exaggerated."" ""She said she was satisfied with what was going on.""",meter-mostly-false,2016,September,7
1807,"Says ""Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a woman's right to choose, even when her health is at risk.""",meter-mostly-true,2016,August,29
1808,"Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.""",meter-true,2016,September,4
1809,"Says ""Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.""",meter-mostly-false,2016,August,31
1810,"""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent.""",meter-false,2016,August,27
1811,"""Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.""",meter-mostly-true,2016,August,21
1812,"""We admit about 100,000 permanent immigrants from the Middle East every year.""",meter-mostly-true,2016,August,15
1813,"""While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a ‘successful’ terrorist attack during the eight years before President Obama’s 2008 election.""",meter-true,2016,August,16
1814,"Says military commanders have said that if Donald Trump were elected, ""they would not follow his orders.""",meter-mostly-false,2016,August,15
1815,"Says her campaign platform includes the ""biggest investment in new, good-paying jobs since World War II.""",meter-mostly-true,2016,August,15
1816,"""Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States"" since Sept. 11, 2001.",meter-false,2016,August,15
1817,"""I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.""",meter-false,2016,August,15
1818,"Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment""",meter-false,2016,August,1
1819,"""The director of the FBI said that we cannot properly vet people coming from the Middle East.""",meter-mostly-false,2016,August,6
1820,"Says Barack Obama ""founded ISIS. I would say the co-founder would be crooked Hillary Clinton.""",meter-false,2016,August,10
1821,"""U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!""",meter-mostly-true,2016,July,13
1822,"""The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.""",meter-false,2016,August,8
1823,"Says Rep. Mike Coffman is ""the one who said"" he would support Trump.",meter-mostly-false,2016,August,4
1824,"""The poverty rates in America today aren’t much better than when we started the War on Poverty.""",meter-mostly-true,2016,July,18
1825,"The Iran nuclear deal is ""putting billions of dollars back into a country that’s the world’s largest supporter of terrorism. We are actually giving them the money to fund the terrorists that are killing us and our allies.""",meter-mostly-true,2016,July,18
1826,"""Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.""",meter-true,2016,July,20
1827,"Russia and China are ""doing naval exercises together someplace.""",meter-mostly-true,2016,August,1
1828,"""It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khan’s) life.""",meter-false,2016,August,2
1829,"Says Barack Obama ""said black males are two times more likely to be shot by a law enforcement officer than white males"" and ""that is a lie"" because ""there is no data.""",meter-mostly-false,2016,July,17
1830,"""American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs.""",meter-mostly-true,2016,July,30
1831,"In Liberia, ""a girl is more likely to be married by 18 than to know how to read.""",meter-mostly-false,2016,June,14
1832,"Says ""Donald Trump has defended"" World War II internment camps.",meter-mostly-true,2016,July,28
1833,"Says Donald Trump ""claimed our armed forces are 'a disaster.'""",meter-mostly-true,2016,July,28
1834,"Florida retirees and families ""lost tens of thousands of dollars"" in deposits on failed Trump condo projects, but he ""pocketed their money and walked away.""",meter-mostly-true,2016,July,27
1835,"""John McCain’s chief economic adviser during the ’08 race … estimated that Trump’s promises would cause America to lose 3.5 million jobs.""",meter-mostly-true,2016,July,27
1836,"""When LBJ started #WarOnPoverty, 14% of Americans lived in poverty. 50 yrs later, 14% still do. There's a #BetterWay.""",meter-mostly-false,2016,June,7
1837,"Says Gov. Mike Pence and Rep. Mike Coffman ""take the same positions on a number of things ... Coffman and Pence oppose equal rights for LGBT Americans.""",meter-mostly-false,2016,July,20
1838,"Speakers at the Democratic National Convention made ""zero mentions of the global terrorist threat posed by ISIS.""",meter-true,2016,July,25
1839,"Unemployment numbers ""are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, it's a total disaster.""",meter-false,2016,July,24
1840,"Says ""Donald Trump is a guy who has called for privatization"" of the Veterans Administration.",meter-mostly-false,2016,July,11
1841,"In South Sudan, ""more teenage girls die in childbirth than finish high school.""",meter-mostly-true,2016,July,6
1842,"The U.S. has to go to ""plane graveyards"" and museums to get parts for its 20-year-old jet fighters while it sells new jets to other countries.",meter-mostly-true,2016,June,16
1843,"""In 2009, pre-Hillary, ISIS was not even on the map.""",meter-mostly-false,2016,July,21
1844,"Says that as a U.S. senator, Russ Feingold ""voted against authorizing our military 11 separate times.""",meter-mostly-true,2016,July,19
1845,"Says Hillary Clinton ""has called for a radical 550 percent increase in Syrian  ... refugees . . .  despite the fact that there’s no way to screen these refugees in order to find out who they are or where they come from.""",meter-mostly-true,2016,July,21
1846,"Says North Carolina is ""home of the largest military installations in the world.""",meter-mostly-true,2016,July,19
1847,"Says ""Hillary (Clinton) wants to increase the number (of Syrian refugees) by 500 percent.""",meter-mostly-true,2016,July,20
1848,"""Our economy is not growing.""",meter-false,2016,July,20
1849,"As a senator, Hillary Clinton ""paid women less than the men"" in her office.",meter-mostly-false,2016,July,19
1850,"""Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.""",meter-false,2016,July,17
1851,"Says ""(Clinton) called President Assad a ‘reformer.’ She called Assad a ‘different kind of leader.’ """,meter-mostly-true,2016,July,19
1852,"""Granite State shipbuilders . . . built the first ship that sailed into battle under a new American flag.""",meter-mostly-true,2016,July,4
1853,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling ""F-16s and advanced weapons to the folks who harbored Osama bin Laden.""",meter-false,2016,July,3
1854,"""Condemning violence against the police and urging support for the police"" is ""markedly absent"" from President Barack Obama’s public remarks.",meter-false,2016,July,8
1855,"The war on drugs led to ""a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.""",meter-mostly-true,2016,July,10
1856,"""We got the highest vote count in the history of the Republican Party.""",meter-mostly-true,2016,July,5
1857,"""You know what (Saddam Hussein) did well? He killed terrorists.""",meter-mostly-false,2016,July,5
1858,"Says Hillary Clinton ""savaged"" the dignity of people who accused Bill Clinton of sexual harassment or assault ""and shamed them.""",meter-mostly-false,2016,June,23
1859,"""The steel industry is producing as much steel in the United States as it ever was. It’s just (that) it needs one-tenth of the workers that it used to.""",meter-false,2016,June,29
1860,"Says Hillary Clinton ""was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.""",meter-mostly-true,2016,July,3
1861,"The Orlando shooter used ""a weapon of war.""",meter-mostly-true,2016,June,17
1862,"Says Mark Zandi, who wrote a report criticizing Donald Trump’s economic proposals, is ""one of Sen. John McCain's former economic advisers.""",meter-mostly-true,2016,June,21
1863,"Austin was the ""site of the first mass shooting in the country.""",meter-false,2016,June,14
1864,"The ammunition used in the Orlando shooting ""is banned by Geneva Convention. It enters the body, spins & explodes.""",meter-false,2016,June,14
1865,"""Al-Qaida operatives, have said, 'Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.'""",meter-mostly-true,2016,June,16
1866,"Says Hillary Clinton ""said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.""",meter-true,2016,June,22
1867,"""I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.""",meter-false,2016,June,22
1868,"Says Russ Feingold’s ""campaign is powered by small-dollar contributions like ours.""",meter-mostly-true,2016,May,26
1869,"Says Donald Trump has said he loves war, ""including with nukes.""",meter-mostly-true,2016,June,19
1870,"""ISIS is running through a border made porous by Barack Obama’s policies.""",meter-false,2016,May,12
1871,"Says Apple products are currently ""90 percent conflict-free,"" and ""Intel is 100 percent conflict-free.""",meter-mostly-false,2016,May,25
1872,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""",meter-false,2016,June,15
1873,"""On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.""",meter-false,2016,June,18
1874,"Says Hillary Clinton ""plans to massively increase admissions (of Middle East refugees) … including a 500 percent increase in Syrian refugees coming into our country.""",meter-mostly-true,2016,June,13
1875,"""Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.""",meter-mostly-false,2016,June,1
1876,"Says Merrick Garland ""authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists.""",meter-mostly-false,2016,April,15
1877,"Says Donald Trump said the U.S. should ""encourage"" Japan to get nuclear weapons.",meter-mostly-true,2016,June,2
1878,"Virginia’s banning of felons from voting is a ""Jim Crow-era law.""",meter-false,2016,May,17
1879,"""A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.""",meter-true,2016,June,2
1880,"Says Donald Trump ""has the gall to say that prisoners of war like John McCain aren’t heroes.""",meter-mostly-true,2016,June,2
1881,"Says Hillary Clinton has spoken ""such lies about my foreign policy. They said I want Japan to … get nuclear weapons. Give me a break.""",meter-mostly-false,2016,June,1
1882,"""Today, it is more difficult to enlist in the U.S. military than it is to enroll in college.""",meter-mostly-true,2016,April,1
1883,"California has ""the same water infrastructure from when we were 16 million people.""",meter-mostly-true,2016,April,3
1884,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""",meter-mostly-true,2016,May,29
1885,"Says Donald Trump ""has the second-highest disapproval ratings of anyone running for president.""",meter-false,2016,April,21
1886,"""There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.""",meter-false,2016,May,18
1887,"""Look, we are at war with these people and they don't wear uniforms. … This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.""",meter-false,2016,May,23
1888,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration — specifically waterboarding — work.""",meter-false,2016,May,20
1889,"""You can import as many hemp products into this country as you want...but we can’t grow it.""",meter-true,2016,May,10
1890,"Says ""Mike Coffman is with Trump.""",meter-mostly-false,2016,May,5
1891,"""By the time you drink your coffee, an elephant is killed for its ivory tusks.""",meter-mostly-true,2016,May,10
