,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
785,785,785,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",meter-false,politifact,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""."
786,786,786,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",meter-true,politifact,The Obama administration notified Poland. The Czech Republic about cancellation of major missile-defense facilities `` at the last minute in midnight phone calls. . ``. .
787,787,787,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",meter-true,politifact,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""."
788,788,788,"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",meter-true,politifact,`` Our own National Security Agency says  that Iran 's nuclear ambitions are advancing ... we are slashing our own nuclear arsenal . `` `` Our own National Security Agency says  that Iran 's nuclear ambitions are at the same time ... we are slashing our own nuclear arsenal . `` .
789,789,789,"""Obama has more czars than the Romanovs.""",meter-true,politifact,"""Obama has more czars than the Romanovs.""."
790,790,790,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",meter-true,politifact,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test.The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""."
791,791,791,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",meter-true,politifact,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""."
792,792,792,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",meter-false,politifact,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.."
793,793,793,"""In eighth grade math, we’ve fallen to ninth place.""",meter-false,politifact,"""In eighth grade math, we’ve fallen to ninth place.""."
794,794,794,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",meter-true,politifact,"Energy nominee Steven Chu has called coal ""his worst nightmare.""."
795,795,795,"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",meter-true,politifact,"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""."
796,796,796,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",meter-true,politifact,John McCain 's top foreign policy adviser lobbied  for ... the Republic of Georgia  McCain has  mirrored the position advocated by the government. . ``. .
797,797,797,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",meter-true,politifact,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""."
798,798,798,"Barack Obama wants to ""unilaterally disarm our nation.""",meter-false,politifact,"Barack Obama wants to ""unilaterally disarm our nation.""."
799,799,799,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",meter-true,politifact,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""."
800,800,800,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",meter-false,politifact,As first lady  Clinton would travel to places that were `` too small `` for the president . As first lady  Clinton would travel to places that were `` too poor `` for the president . As first lady  Clinton would travel to places that were `` too dangerous `` for the president . .
801,801,801,"Italian former Premier Silvio Berlusconi has once again put himself at odds with current Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the nearly year-old Russian invasion",meter-true,washington-post,"Italian former Premier Silvio Berlusconi has once again put himself at odds with current Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the nearly year-old Russian invasion ."
802,802,802,"Former Premier Silvio Berlusconi has once again put himself at odds with Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the year-old Russian invasion",meter-true,washington-post,"Former Premier Silvio Berlusconi has once again put himself at odds with Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the year-old Russian invasion ."
803,803,803,The small coal-mining town of Vuhledar on Ukraine’s eastern front line has emerged as a critical hot spot in the fight for Donetsk province,meter-true,washington-post,The small coal-mining town of Vuhledar on Ukraine’s eastern front line has emerged as a critical hot spot in the fight for Donetsk province .
804,804,804,"Amid inflation, power-grid cuts and other pressures applied by Russia and spilling over from the war in Ukraine, Moldova’s government resigned Friday.",meter-true,washington-post,Amid inflation applied by Russia  Moldova ’ s government resigned Friday . Amid inflation spilling over from the war in Ukraine  Moldova ’ s government resigned Friday . Power-grid cuts applied by Russia  Moldova ’ s government resigned Friday . Power-grid cuts spilling over from the war in Ukraine  Moldova ’ s government resigned Friday . Other pressures applied by Russia  Moldova ’ s government resigned Friday . Other pressures spilling over from the war in Ukraine  Moldova ’ s government resigned Friday . .
805,805,805,President Joe Biden will travel to Poland later this month to rally allies a year after Russia’s assault on Ukraine began,meter-true,washington-post,President Joe Biden will travel to Poland later this month to rally allies a year after Russia’s assault on Ukraine began .
806,806,806,Fierce battles in eastern Ukraine have thrown a new spotlight on a private Russian military group led by a rogue millionaire with longtime links to Russia’s President Vladimir Putin,meter-true,washington-post,Fierce battles in eastern Ukraine have thrown a new spotlight on a private Russian military group led by a rogue millionaire with longtime links to Russia’s President Vladimir Putin .
807,807,807,Efforts to build Kyiv military capacity are both about the current fight and what comes after,meter-true,washington-post,Efforts to build Kyiv military capacity are both about the current fight . Efforts to build Kyiv military capacity are what comes after . 
808,808,808,U.S. troops will teach Ukrainian forces how to use the Patriot missile defense system at Fort Sill. The training could start as soon as next week.,meter-true,washington-post,U.S. troops will teach Ukrainian forces how to use the Patriot missile defense system at Fort Sill.The training could start as soon as next week..
809,809,809,"The Russian private mercenary group now has 40,000 convicts in battle, taken directly from Russian prisons, U.S. officials say.",meter-true,washington-post,"The Russian private mercenary group now has 40,000 convicts in battle, taken directly from Russian prisons, U.S. officials say.."
810,810,810,Russian President Vladimir Putin said there was no need to mobilize more soldiers now.,meter-true,washington-post,Russian President Vladimir Putin said there was no need to mobilize more soldiers now..
811,811,811,Snubs in recent months from Kazakhstan to Tajikistan mark a regional realignment that will only sharpen as sanctions and isolation erode Russia's economic power. ,meter-true,washington-post,Snubs in recent months from Kazakhstan to Tajikistan mark a regional realignment that will only sharpen as sanctions isolation erode Russia 's economic power . .
812,812,812,Abandoned pets roam the streets of ruined front-line towns and villages.,meter-true,washington-post,Abandoned pets roam the streets of ruined front-line towns . Abandoned pets roam villages . .
813,813,813,Moscow and Tehran have agreed on a plan to assemble Iranian-designed weapons on Russian soil.,meter-true,washington-post,Moscow have agreed on a plan to assemble Iranian-designed weapons on Russian soil . Tehran have agreed on a plan to assemble Iranian-designed weapons on Russian soil . .
814,814,814,"Since Vladimir Putin’s invasion of Ukraine, a torrent of Russians have arrived in Dubai — seeking refuge from military mobilization and international sanctions.",meter-true,washington-post,Since Vladimir Putin ’ s invasion of Ukraine  a torrent of Russians have arrived in Dubai — seeking refuge from military mobilization . Since Vladimir Putin ’ s invasion of Ukraine  a torrent of Russians have arrived in Dubai — seeking refuge from international sanctions . .
815,815,815,Gen. Mark Milley has drawn scrutiny for suggesting that winter may present Ukraine an opportunity to explore a peace deal with Russia.,meter-true,washington-post,Gen. Mark Milley has drawn scrutiny for suggesting that winter may present Ukraine an opportunity to explore a peace deal with Russia..
816,816,816,NATO Secretary General Jens Stoltenberg said Wednesday that the explosion in Poland on Tuesday that claimed two lives was probably caused by a Ukrainian missile defending against Russian attack.,meter-true,washington-post,NATO Secretary General Jens Stoltenberg said Wednesday that the explosion in Poland on Tuesday that claimed two lives was probably caused by a Ukrainian missile defending against Russian attack..
817,817,817,"At the G-20 in Bali and COP27 in Egypt, Russia has found itself in an unusual position — a leading topic of discussion rather than a leading player.",meter-true,washington-post,At the G-20 in Bali  Russia has  found itself in an unusual position — a leading topic of discussion rather than a leading player . At COP27 in Egypt  Russia has  found itself in an unusual position — a leading topic of discussion rather than a leading player . .
818,818,818,"The Polish government said a Russian-made missile fell into the village of Przewodów, about five miles from the Ukrainian border.",meter-true,washington-post,"The Polish government said a Russian-made missile fell into the village of Przewodów , , about five miles from the Ukrainian border . a Russian-made missile fell into the village of Przewodów , , about five miles from the Ukrainian border . ."
819,819,819,"The Group of 20, a club of nations that was founded to tackle the 2008 financial crisis, is desperately seeking a second act.",meter-true,washington-post,"The Group of 20 , , a club of nations that was founded to tackle the 2008 financial crisis , , is desperately seeking a second act . The Group of 20 , , a club of nations that was founded to tackle the 2008 financial crisis , , is was founded to tackle the 2008 financial crisis . The Group of 20 , , a club of nations that was founded to tackle the 2008 financial crisis , , is founded to tackle the 2008 financial crisis . The Group of 20 , , a club of nations that was founded to tackle the 2008 financial crisis , , is to tackle the 2008 financial crisis . The Group of 20 , , a club of nations that was founded to tackle the 2008 financial crisis , , is tackle the 2008 financial crisis . ."
820,820,820,Ukrainian delegates hope their presence at COP27 will keep the war fresh in people's minds and spark broader discussions about the world's reliance on fossil fuels.,meter-true,washington-post,Ukrainian delegates hope their presence at COP27 will keep the war fresh in people 's minds . Ukrainian delegates hope their presence at COP27 will spark broader discussions about the world 's reliance on fossil fuels . .
821,821,821,"U.S. monitors have inspected just 10 percent of high-risk weapons sent to Ukraine, as the Biden administration launches new measures to stop arms smuggling.",meter-true,washington-post,"U.S. monitors have inspected just 10 percent of high-risk weapons sent to Ukraine , , as the Biden administration launches new measures to stop arms smuggling . the Biden administration launches new measures to stop arms smuggling . the Biden administration to stop arms smuggling . the Biden administration stop arms smuggling . ."
822,822,822,"Businessman Oleg Tinkov, who publicly criticized Russia's invasion in February, said he “can’t and won’t be associated with a fascist country.” ",meter-true,washington-post,Businessman Oleg Tinkov can ’ t. Publicly criticized Russia 's invasion in February. Said he “. Can ’ t. Won ’ t be associated with a fascist country . ” . 
823,823,823,"Strikes were reported in Kyiv, Kharkiv, Zaporizhzhia and other regions days after drone strikes damaged Russian warships off the coast of Crimea.",meter-true,washington-post,Strikes were reported in Kyiv after drone strikes damaged Russian warships off the coast of Crimea . Strikes were reported in Kharkiv after drone strikes damaged Russian warships off the coast of Crimea . Strikes were reported in Zaporizhzhia after drone strikes damaged Russian warships off the coast of Crimea . Strikes were reported in other regions days after drone strikes damaged Russian warships off the coast of Crimea . .
824,824,824,"Yevgeniy Prigozhin, the Russian tycoon behind mercenary group Wagner, personally told Vladimir Putin that military chiefs are mismanaging the war, U.S. officials said.",meter-true,washington-post,"Yevgeniy Prigozhin , , the Russian tycoon behind mercenary group Wagner , , told Vladimir Putin that military chiefs are mismanaging the war . military chiefs are mismanaging the war . military chiefs mismanaging the war . ."
825,825,825,"As Europe has turned angrily against Moscow's war in Ukraine, Russian digital nomads have flocked to Cyprus, bringing a new buzz to a longstanding expat community.",meter-true,washington-post,"Russian digital nomads have flocked to Cyprus , , bringing a new buzz to a longstanding expat community . Europe has turned angrily against Moscow 's war in Ukraine . Europe turned angrily against Moscow 's war in Ukraine . ."
826,826,826,One of the Islamic State’s newest branches is fueling a brutal conflict that has been raging in northern Mozambique for five years — and this insurgency has global implications.,meter-true,washington-post,One of the Islamic State ’ s. Newest branches is fueling a brutal conflict that has  been raging in northern Mozambique for five years —. This insurgency has global implications. . .
827,827,827,The increased flow of weapons could help offset steep Russian weapons losses and provide precision-guided munitions like those used in strikes in Ukraine last week.,meter-true,washington-post,The increased flow of weapons could help offset steep Russian weapons losses . The increased flow of weapons could help provide precision-guided munitions like those used in strikes in Ukraine last week . .
828,828,828,Kyiv region was hit by drone strikes as NATO defense ministers met in Brussels. Russia's Vladimir Putin met with Turkey’s Recep Tayyip Erdogan in Kazakhstan.,meter-true,washington-post,Kyiv region was hit by drone strikes as NATO defense ministers met in Brussels.Russia's Vladimir Putin met with Turkey’s Recep Tayyip Erdogan in Kazakhstan..
829,829,829,"The nature and tempo of the war have changed in recent weeks, as Ukraine’s forces score victories and Russia retaliates as Putin is backed into a corner. ",meter-true,washington-post,The nature tempo of the war have changed in recent weeks  as Ukraine ’ s forces score victories  as Putin is   backed  into a corner . The nature tempo of the war have changed in recent weeks  as Ukraine ’ s forces score Russia retaliates  as Putin is   backed  into a corner . Nature tempo of the war have changed in recent weeks  as Ukraine ’ s forces score victories  as Putin is   backed  into a corner . Nature tempo of the war have changed in recent weeks  as Ukraine ’ s forces score Russia retaliates  as Putin is   backed  into a corner . .
830,830,830,Information about dissent in Vladimir Putin's inner circle was deemed significant enough that it was included in President Biden’s daily intelligence briefing.,meter-true,washington-post,Information about dissent in Vladimir Putin's inner circle was deemed significant enough that it was included in President Biden’s daily intelligence briefing..
831,831,831,"The Russian president seems to have a tight grip on power but as military setbacks pile up, there is new speculation about who might want the Kremlin's top job",meter-true,washington-post,The Russian president seems as military setbacks pile up . The Russian president seems as military setbacks might want the Kremlin 's top job . The Russian president seems to have a tight grip on power . The Russian president seems as there is new speculation about . The Russian president might want the Kremlin 's top job . 
832,832,832,A billionaire’s half-baked tweet shows the insidious influence of Russian propaganda.,meter-true,washington-post,A billionaire’s half-baked tweet shows the insidious influence of Russian propaganda..
833,833,833,Marina Ovsyannikova made international headlines after protesting the war in Ukraine live on state television in March. ,meter-true,washington-post,Marina Ovsyannikova made international headlines after protesting the war in Ukraine live on state television in March..
834,834,834,"Russian President Vladimir Putin announced the illegal annexation of the Donetsk, Luhansk, Kherson and Zaporizhzhia regions at a ceremony in Moscow. ",meter-true,washington-post,Russian President Vladimir Putin announced the illegal annexation of the Donetsk regions at a ceremony in Moscow . Russian President Vladimir Putin announced the illegal annexation of Luhansk regions at a ceremony in Moscow . Russian President Vladimir Putin announced the illegal annexation of Kherson regions at a ceremony in Moscow . Russian President Vladimir Putin announced the illegal annexation of Zaporizhzhia regions at a ceremony in Moscow . .
835,835,835,And one way the staged procedures don’t change anything.,meter-true,washington-post,And one way the staged procedures don’t change anything..
836,836,836,"Vladimir Putin is working to destroy the old international order. Xi Jinping is looking to build a new one, with China at its center. ",meter-true,washington-post,"Vladimir Putin is working to destroy the old international order.Xi Jinping is looking to build a new one, with China at its center.."
837,837,837,"Moscow may look normal after six months of war, but the fissures run deeper.",meter-true,washington-post,Moscow may look normal after six months of war . The fissures run deeper. . .
838,838,838,Inside a Moscow-affiliated church located at the center of American democracy.,meter-true,washington-post,Inside a Moscow-affiliated church located at the center of American democracy..
839,839,839,"Russia’s Defense Ministry is preparing to buy “millions of rockets and artillery shells” from North Korea as it runs low on weapons in Ukraine, U.S. intelligence says. ",meter-true,washington-post,Russia ’ s Defense Ministry is preparing to buy “ millions of rockets  U.S. intelligence says . Artillery shells ” from North Korea as it runs low on weapons in Ukraine  U.S. intelligence says . .
840,840,840,Poland loves coal. But Russia's invasion of Ukraine is pushing Polish citizens to embrace green measures because the shift will free them from Russian fossil fuels.,meter-true,washington-post,Poland loves coal.But Russia 's invasion of Ukraine is pushing Polish citizens to embrace green measures. The shift will free them from Russian fossil fuels. . .
841,841,841,"“My nervous system is calming down,” said a Ukrainian soldier who lost a leg to shrapnel. “I no longer have nightmares.”",meter-true,washington-post,“ My nervous system is calming down. ” said a Ukrainian soldier. ” lost a leg to shrapnel. . “I no longer have nightmares.” .
842,842,842,The Black Sea peninsula has returned to the spotlight with Russia's invasion of Ukraine and recent blasts at an ammunition depot and air base there.,meter-true,washington-post,The Black Sea peninsula has returned to the spotlight with Russia 's invasion of Ukraine there . The Black Sea peninsula has returned to the spotlight with recent blasts at an ammunition depot air base there . The Black Sea peninsula has returned to the spotlight with recent blasts at ammunition depot air base there . .
843,843,843,"A Washington Post examination of the road to war in Ukraine, and Western efforts to unite to thwart the Kremlin’s plans, draws on extensive interviews with more than three dozen senior U.S., Ukrainian, European and NATO officials.",meter-true,washington-post,A Washington Post examination of the road to war in Ukraine to unite to thwart the Kremlin ’ s plans  draws on extensive interviews with more than three dozen senior U.S.  Ukrainian  European . A Washington Post examination of the road to war in Ukraine to unite to thwart the Kremlin ’ s plans  draws on extensive interviews with NATO officials . A Washington Post examination of the road to Western efforts to unite to thwart the Kremlin ’ s plans  draws on extensive interviews with more than three dozen senior U.S.  Ukrainian  European . A Washington Post examination of the road to Western efforts to unite to thwart the Kremlin ’ s plans  draws on extensive interviews with NATO officials . .
844,844,844,The country's military is seeking to regain territory along the Black Sea coast.,meter-true,washington-post,The country's military is seeking to regain territory along the Black Sea coast..
845,845,845,Russia’s occupation of eastern Ukraine has given it control over some of the most mineral-rich lands in Europe. ,meter-true,washington-post,Russia’s occupation of eastern Ukraine has given it control over some of the most mineral-rich lands in Europe..
846,846,846,"Ukraine officials stopped short of claiming credit for the attacks on a base in Russian-controlled territory, which would mark a dramatic escalation in the war.",meter-true,washington-post,Ukraine officials. Stopped  short of claiming credit for the attacks on a base in Russian-controlled territory . Would mark a dramatic escalation in the war. . .
847,847,847,"French President Emmanuel Macron visited Cameroon this week, calling the entire continent out for “hypocrisy."" The leader’s remarks showed a sharp contrast with those of another current visitor to the continent: Russian Foreign Minister Sergey Lavrov. ",meter-true,washington-post,"French President Emmanuel Macron visited Cameroon this week, calling the entire continent out for “hypocrisy.""The leader’s remarks showed a sharp contrast with those of another current visitor to the continent: Russian Foreign Minister Sergey Lavrov.."
848,848,848,"That puts civilians at risk, research shows",meter-true,washington-post,"That puts civilians at risk, research shows ."
849,849,849,"Daria Kasatkina, Russia’s highest-ranked women's tennis player, took a stand on LGBTQ rights and the war in Ukraine in an interview.",meter-true,washington-post,Daria Kasatkina  Russia ’ s highest-ranked women 's tennis player  took a stand on LGBTQ rights in Ukraine in an interview . Daria Kasatkina  Russia ’ s highest-ranked women 's tennis player  took a stand on the war in Ukraine in an interview . .
850,850,850,The ultimate outcome of this bloody conflict remains uncertain.,meter-true,washington-post,The ultimate outcome of this bloody conflict remains uncertain..
851,851,851,The victims struggle to cope with stigma and shame. ,meter-true,washington-post,The victims struggle to cope with stigma shame . .
852,852,852,The Pentagon announced a new shipment of four multiple-launch rocket systems to Ukraine as part of a $400 million package that also included additional ammunition and other supplies.,meter-true,washington-post,The Pentagon announced a new shipment of four multiple-launch rocket systems to Ukraine as part of a $ 400 million package that also included additional ammunition . The Pentagon announced a new shipment of four multiple-launch rocket systems to Ukraine as part of a $ 400 million package that also included other supplies . .
853,853,853,Officials in previous conflicts often eluded concerns whether success was sustainable.,meter-true,washington-post,Officials in previous conflicts often eluded concerns whether success was sustainable..
854,854,854,"Caught in a price squeeze for both oil and fish, thousands of ""chippy"" shops could go out of business this year in Britain. ",meter-true,washington-post,Caught in a price squeeze for both oil fish  thousands of `` chippy `` shops could go out of business this year in Britain . Caught in a price squeeze for oil fish  thousands of `` chippy `` shops could go out of business this year in Britain . .
855,855,855,"More than 7 million Somalis face acute food insecurity, with almost 250,000 at risk of imminent starvation. ",meter-true,washington-post,"More than 7 million Somalis face acute food insecurity, with almost 250,000 at risk of imminent starvation.."
856,856,856,"“If Putin was a woman … I really don’t think he would’ve embarked on a crazy, macho war of invasion,” the British prime minister told German broadcaster ZDF.",meter-true,washington-post,"“If Putin was a woman … I really don’t think he would’ve embarked on a crazy, macho war of invasion,” the British prime minister told German broadcaster ZDF.."
857,857,857,"Biden, in Germany for the G-7 summit, said gold is “a major export that rakes in tens of billions of dollars for Russia.”",meter-true,washington-post,"Biden, in Germany for the G-7 summit, said gold is “a major export that rakes in tens of billions of dollars for Russia.” ."
858,858,858,"Lithuania is enforcing sanctions on goods shipped to Kaliningrad, which is surrounded by NATO members and physically separated from the rest of Russia. ",meter-true,washington-post,Lithuania is enforcing sanctions on goods shipped to Kaliningrad . Lithuania is surrounded by NATO members . Lithuania is physically separated from the rest of Russia . .
859,859,859,U.S. aid to Ukraine is good — but not good enough. ,meter-true,washington-post,U.S. aid to Ukraine is good — good enough . U.S. aid to Ukraine is good — not good enough . .
860,860,860,"As of today, more than 100 million people have been forced to flee their homes — more than 1 percent of humanity.",meter-true,washington-post,"As of today, more than 100 million people have been forced to flee their homes — more than 1 percent of humanity.."
861,861,861,The war transformed Ukraine from a breadbasket into a free-fire zone — with tragic global consequences. ,meter-true,washington-post,The war transformed Ukraine from a breadbasket into a free-fire zone — with tragic global consequences..
862,862,862,"A poll of Europeans from 10 countries suggests public attention may turn to fears about the war's wider impact, including the rising cost of living.",meter-true,washington-post,"A poll of Europeans from 10 countries suggests public attention may turn to fears about the war 's wider impact , , including the rising cost of living . public attention suggests may turn to fears about the war 's wider impact , , including the rising cost of living . public attention suggests turn to fears about the war 's wider impact , , including the rising cost of living . ."
863,863,863,"The countries said the deal to settle their 50-year dispute over Hans Island, an uninhabited outcropping in the Arctic, shows how conflicting claims can be resolved peacefully.",meter-true,washington-post,"The countries said the deal to settle their 50-year dispute over Hans Island , , an uninhabited outcropping in the Arctic , , shows how conflicting claims can be resolved peacefully . conflicting claims can be resolved peacefully . conflicting claims be resolved peacefully . conflicting claims resolved peacefully . ."
864,864,864,"While the Ukraine war and the pandemic might fade with time, experts say, climate change has become a persistent threat to food security, making it more difficult to respond to unforeseen shocks.",meter-true,washington-post,While the Ukraine war might fade with time  experts say  climate change has become a persistent threat to food security  making it more difficult to respond to unforeseen shocks . While the pandemic might fade with time  experts say  climate change has become a persistent threat to food security  making it more difficult to respond to unforeseen shocks . .
865,865,865,"Short of staff, supplies and water, and facing impending Russian attack, these doctors refuse to flee.",meter-true,washington-post,Short of staff supplies water  these doctors refuse to flee . Short of staff supplies facing impending Russian attack  these doctors refuse to flee . .
866,866,866,"The Russian czar's embrace of Europe, however, is in stark contrast with President Vladimir Putin's isolation from the West. ",meter-true,washington-post,"The Russian czar's embrace of Europe, however, is in stark contrast with President Vladimir Putin's isolation from the West.."
867,867,867,The dilemma is that non-Russian troops are dying to suppress a Ukraine that Putin claims is part of Mother Russia. ,meter-true,washington-post,The dilemma is that non-Russian troops are dying to suppress a Ukraine that Putin claims is part of Mother Russia..
868,868,868,"Estonia, Latvia and Slovakia join a multinational effort to investigate war crimes during Russia’s invasion of Ukraine.",meter-true,washington-post,Estonia join a multinational effort to investigate war crimes during Russia ’ s invasion of Ukraine . Latvia join a multinational effort to investigate war crimes during Russia ’ s invasion of Ukraine . Slovakia join a multinational effort to investigate war crimes during Russia ’ s invasion of Ukraine . .
869,869,869,Americans and other foreign fighters who’ve taken up arms against Russia describe glaring disparities between what they expected and what they’ve experienced. ,meter-true,washington-post,Americans taken up arms against Russia describe glaring disparities between what they expected  . Americans taken up arms against Russia describe glaring disparities between what they ’ ve experienced . Other foreign fighters taken up arms against Russia describe glaring disparities between what they expected  . Other foreign fighters taken up arms against Russia describe glaring disparities between what they ’ ve experienced . ’ ve taken up arms against Russia describe glaring disparities between what they expected  . ’ ve taken up arms against Russia describe glaring disparities between what they ’ ve experienced . .
870,870,870,"For Davos regulars, more accustomed to talking about global interconnectedness than geopolitical ruptures, it’s a strange new world. ",meter-true,washington-post,"For Davos regulars, more accustomed to talking about global interconnectedness than geopolitical ruptures, it’s a strange new world.."
871,871,871,Those who provide history and context around the conflict should not be silenced or smeared.,meter-true,washington-post,Those  provide history . Context around the conflict should not be silenced  . Context smeared. . .
872,872,872,Sweden and Finland’s accession into NATO was supposed to be straightforward. But then Turkey entered the stage.,meter-true,washington-post,Sweden accession into NATO was supposed to be straightforward . Finland ’ s accession into NATO was supposed to be straightforward . But then Turkey entered the stage..
873,873,873,This week's Free for All letters.,meter-true,washington-post,This week's Free for All letters..
874,874,874,The Biden administration aims to show that its heavy involvement in the Ukraine war is not a distraction from its priorities to the East. ,meter-true,washington-post,The Biden administration aims to show that its heavy involvement in the Ukraine war is not a distraction from its priorities to the East..
875,875,875,"U.N. human rights commissioner Michelle Bachelet called the scale of civilian killings areas around the Ukrainian capital formerly occupied by Russian troops ""shocking.""",meter-true,washington-post,"U.N. human rights commissioner Michelle Bachelet called the scale of civilian killings areas around the Ukrainian capital formerly occupied by Russian troops ""shocking.""."
876,876,876,"The pandemic didn't go away, but global attention may be elsewhere.",meter-true,washington-post,The pandemic did n't go away. Global attention may be elsewhere. . .
877,877,877," The vast majority of Ukrainian refugees are women and children, the two groups most vulnerable to falling victim to labor and sexual abuse",meter-true,washington-post,The vast majority of Ukrainian refugees are women children  the two groups most vulnerable to falling victim to labor abuse . The vast majority of Ukrainian refugees are women children  the two groups most vulnerable to falling victim to sexual labor abuse . 
878,878,878,Experts anticipated a Moscow-led cyber assault; instead unprecedented attacks by hacktivists and criminals have wreaked havoc in Russia ,meter-true,washington-post,Experts anticipated  a Moscow-led cyber assault ; instead unprecedented attacks by hacktivists. Criminals have wreaked havoc in Russia. . 
879,879,879,"""When I see those destroyed buildings, I must say what I feel. I imagined my family in one of those houses that is now destroyed and black,” said the secretary general in Borodyanka, Ukraine.",meter-true,washington-post,I must say what I feel . I feel . I imagined my family in one of those houses that is now destroyed  ” said the secretary general in Borodyanka  Ukraine . I imagined my family in one of those houses that is black  ” said the secretary general in Borodyanka  Ukraine . .
880,880,880,"Muslims join the war effort as fighters or volunteers: ""We’re the minority here, but we’re a part of this country. We must do something.""",meter-true,washington-post,"Muslims join the war effort as fighters : `` We ’ re the minority here  . Muslims join the war effort as volunteers : `` We ’ re the minority here  . We ’ re a part of this country. . We must do something.""."
881,881,881,"The country is often seen as a quirk of geography and history, though it also became more worryingly known as a murky hub for organized crime and people smuggling.",meter-true,washington-post,The country is   often seen as a quirk of geography history  though it also became   more worryingly known as a murky hub for organized crime . The country is   often seen as a quirk of geography history  though it also became   more worryingly known as a murky hub for people smuggling . .
882,882,882,"Military expenditures increased worldwide in 2021, according to the Stockholm International Peace Institute, surpassing $2 trillion for the first time. ",meter-true,washington-post,"Military expenditures increased worldwide in 2021, according to the Stockholm International Peace Institute, surpassing $2 trillion for the first time.."
883,883,883,Greenpeace protesters want the Norwegian government to impose an embargo on Russian oil imports in response to the war in Ukraine.,meter-true,washington-post,Greenpeace protesters want the Norwegian government to impose an embargo on Russian oil imports in response to the war in Ukraine..
884,884,884,"New York is home to the largest number of Ukrainian and Russian immigrants in the United States. ""Since the war began, we live in two time zones.""",meter-true,washington-post,New York is home to the largest number of Ukrainian immigrants in the United States . New York is home to the largest number of Russian immigrants in the United States . we live in two time zones . the war began . .
885,885,885,"An adviser to Ukraine's president accused Russia of a surge in airstrikes on Mariupol's Azovstal Iron and Steel Works and alleged that invasion forces are preparing to storm the site, where remaining defenders and many civilians are holed up.",meter-true,washington-post,An adviser to Ukraine 's president accused Russia of a surge in airstrikes on Mariupol 's . An adviser to Ukraine 's president accused Russia of a surge in airstrikes on Azovstal . An adviser to Ukraine 's president accused Russia of a surge in airstrikes on Iron . An adviser to Ukraine 's president accused Russia of a surge in airstrikes on Steel . An adviser to Ukraine 's president accused Russia of a surge in airstrikes on Works . An adviser alleged that invasion forces are preparing to storm the site  where remaining defenders . An adviser alleged that invasion forces are preparing to storm the site  where many civilians are holed up . .
886,886,886,"A Mariupol resident has created a website to track the missing and dead, providing a window into the grim toll of Russia's war in Ukraine.",meter-true,washington-post,A Mariupol resident has created a website to track the missing  providing a window into the grim toll of Russia 's war in Ukraine . A Mariupol resident has created a website to track the dead  providing a window into the grim toll of Russia 's war in Ukraine . .
887,887,887,U.N. Development Program warns of massive shocks from the conflict,meter-true,washington-post,U.N. Development Program warns of massive shocks from the conflict .
888,888,888,U.S. commanders think the next two to four weeks could be decisive.,meter-true,washington-post,U.S. commanders think the next two to four weeks could be decisive..
889,889,889,"With no sign of an early end to the war in Ukraine, the risk is growing that the conflict will tip a fragile global economy into recession.",meter-true,washington-post,no sign of an early end to the war in Ukraine is growing that the conflict will tip a fragile global economy into recession . the conflict is will tip a fragile global economy into recession . the conflict is tip a fragile global economy into recession . .
